"b6","b5","b4"
0.10221395918815483,0.7837471419086248,0.021786928556785407
0.003552148420301924,0.004106960622342925,0.0021863894172910866
0.014065202520098867,0.10784791395470134,0.0029980011035285665
0.0004887951441253407,0.0005651403521997483,0.00030085919952862767
